score;content;label
3;saya kasih bintang 3 Krna baru melamar pke glint klw lamaran saya keterima baru saya kasih bintang 5;netral
3;baru install jadi belum tahu bagus tidaknya aplikasi ini;netral
5;Membantu dalam mencari kerja.. Tapi kalau lewat blogo. Kok ngga bisa download cv ya.. Ã°Å¸ËœÂ;netral
5;sejauh ini belum dapet kerjaan si, tapi aplikasi ini sangat membantu bagi mereka yang punya gelar dan pendidikan tinggi;netral
4;Sebenarnya aplikasi glint Bagus untuk apply2 loker, bisa chat HRD dan banyak yg update.. tetapi kenapa klo HRD di glints itu pada sombong ðŸ˜­ kebanyakan online tp ga pada balasss!?;netral
5;ngak tau dengan alasana apa sy sering di tolak dengan aplikasi lain...padahal semua data yg kasih udah benar.;netral
5;mau login tapi dpt bacaan pengguna mendapatkan challenge itu apa ya;netral
3;saya bingung apakah perusahaan yg saya tuju masih ada lowongan atau tidak.. kok sudah 30hari lebih kok masih tampil lowonganya;netral
5;hallo min untuk apk nya bagus dan banyak menyediakan lowongan tapi ada beberapa lowongan yang ternyata mau menipu . tolong ya min di cek lagi ðŸ¥º;netral
3;Tolong lebih signifikan lagi dengan kategori pencarian yang berkaitan dengan perihal pencarian lamaran kerja;netral
5;apakah masih ada loker sebagai danru satpam.;netral
4;Semoga kedepannya semakin membantu dan tidak banyak iklan iklan. Terimakasih;netral
3;Terima Kasih, Tingkatkan lagi Performa Signal HP Jikalau Jauh Dari Pemancar Signal;netral
4;Lowongan nya banyak tapi susah juga dapet panggilan nya, sampai saat ini saya masih dagang belum bekerja;netral
5;BER UPAYA MENINGKATKAN ASPIRASI PUBLIK' @ DELTA AU.;netral
4;Sebenernya aplikasi ini bagus, tapi ya itu mulai banyak scam gak jelas. Apakah pihak jobstreet sebelumnya sudah melakukan proses seleksi dan screening terhadap perusahaan2 yang posting info lowongan di jobstreet, karena banyak perusahaan abal2 yang bisa masuk dan posting info lowongan disini. Mohon diperketat lagi seleksi bagi perusahaan yang ingin posting lowongan disini sehingga akhirnya tidak merugikan para pencari kerja. Terima kasih;netral
3;Ini khusus orang-orang yang pro di bidangnya saja. Untuk lulusan SMA/SMK tidak rekomen pake aplikasi ini.;netral
3;dibutuhkan org berpengalaman ms. Office;netral
5;Pesan untuk pengguna linkedin baru, mohon bantuannya untuk gaya postingan atau update status pada tempatnya.. Seperti contoh postingan nyinyir ataupun sindiran terhadap instansi publik atau siapapun yang dapat memancing komentar yang tidak bermanfaat dan tidak berhubungan sama dunia profesional kerja, Anda hanya mengotori media online sekelas linkedin.. Silahkan lanjutkan attitude yang tidak baik anda di media lain. Thx;netral
4;aplikasi nya bagus tp saat ini blum ada loker yg bales lamaranya;netral
3;Sebenarnya jobstreet ini bagus, hanya saja lamaran yang telah dikirim sangat-sangat minim dari pihak perusahaan tidak melihat/merespon nya sehingga berakhir waktu lamarannya.;netral
5;app bagus tapi provider indeed juga harus pastikan perusahaan yang buka lowongan jangan sampai perusahaannya bodong, fake atau frake. karena itu merupakan suatu kepercayaan kami kepada indeed karena bisa di percaya. tapi jikalau banyak perusahaan yang bodong berarti indeed bukan app yang bisa di percaya. terima kasih harapan saya semoga saran saya bisa di evaluasi dan di implementasikan sekian God Bless you indeed.;netral
5;"Sebenar'y semua ""LINK""loker itu bagus, tp sy blom tau alasan'y smpe skrg, knp DATA sy bs menyebar? sy sering banget mendapat panggilan kerja u/ interview, tp penipuan,Krn meragukan dan tidak jelas, Mohon penjelasann nya Trm ksh atas semua info yg diberikan sangat bermanfaat, Salam dn sehat selalu""anaani""";netral
1;Hallo, bisa bantu saya untuk menghubungi no kontak Yg ada bisa bantu komen;netral
4;Agak bagus tapi kurang dapat info sesuai umur;netral
3;Saya berharap ada lebih banyak lowongan di bidang yang saya cari;netral
4;semoga ada rezeki di sini;netral
5;Info loker bos!!!;netral
4;aplikasi nya sih bagus, cuma kalau bisa lowongan kerja yg sudah kadaluarsa tidak di posting kan lagi, kalau bisa cuma yang terbaru aja. trima kasih;netral
3;Aplikasi ini membantu tetapi saya berharap ada lebih banyak tips untuk melamar;netral
4;Saya tidak memiliki keluhan besar, meskipun aplikasinya cukup sederhana.;netral
5;Lagi mencari yang cocok lagian pesaing loker sangat berat soal kalah jauh lagi sama yang sekarang ini;netral
1;Sangat membantu aplikasinya cuma dikit2 update. Saran saja kalau mau update dibikin sekalian jangan sebentar sebentar update. Kesannya malah kyk labil.;netral
5;Bagus sih aplikasi ini, tetapi masih banyak perusahaan penipu yang berkedok lowongan kerja. Jadi hati-hati aja ya kalau mau melamar lihat dulu nama PT nya di Ahu.Online ataupun tanya-tanya dulu di kaskus;netral
3;Di LinkedIn banyak orang yang konek, tapi kadang susah banget buat ngobrol lebih lanjut;netral
3;bintang 3 dulu kl udah dapat kerja kasih lima;netral
5;Mencari lowongan pekerjaan yang sesuai dengan keinginan dapat lebih mudah, data update setiap saat, cuma sayang sering muncul lowongan pekerjaan dari perusahaan fiktif, coba lebih di saring lagi perusahaan yang memasang iklan lowongan pekerjaan;netral
3;Saya suka bisa menyimpan lowongan tetapi tidak ada opsi untuk mengatur lowongan yang disimpan;netral
3;LinkedIn sering kasih info yang bagus, tapi kadang gak semua yang saya terima relevan;netral
5;Untuk filter lokasi lowongan pekerjaan, tolong tambahkan untuk area Makassar. Terimakasih;netral
3;Sistem notifikasi sangat membantu tetapi terkadang saya menerima notifikasi untuk lowongan yang tidak relevan;netral
3;Tidak terlalu mengecewakan, tetapi tidak juga mengesankan.;netral
4;empat dulu ya..klo diterima bekerja lewat app ini..baru di tambah Ã°Å¸ËœÅ ;netral
1;1 bintang dlu nanti kalo udah kerja syari,at apk ini sya tambah bintangnyaðŸ™;netral
5;ingin belajar dan menambah pengalaman untuk mengikuti kemajuan tehnologi serta ke masadepan .;netral
5;ANJR...SEBENARNYA ZIH,,gw kn mau APUS apk gitu ,, tapi malah k pencet uinstal apk ini ðŸ˜·;netral
3;Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â hanya kasih bintang 3 aja dulu kalu SE kiranya cocok / aplikasi nih bagus aku + in 2 lgi bintang lgi ok;netral
5;Saya suka tampilan aplikasinya, tapi ada beberapa lowongan yang terlihat tidak jelas atau kurang informasi;netral
3;Tidak terlalu mengecewakan, tetapi tidak juga mengesankan.;netral
3;Fitur pencarian sangat berguna namun saya berharap ada lebih banyak filter untuk menyaring hasil;netral
5;terimakasih atas aplikasinya,, tapi mengenai teknik meningkatkan hasil padi yg memuaskan itu, tdk ada didaftar, , teknik itu harus di plajarkann dan dipraktekkan secepatnya,,, karna untuk kepentingan seluruh rakyat petani padi,, agar perekonomian itu cepat membaik,, sebab hanya itu yg jadi sumber utamanya,,;netral
4;Aplikasi yg bagus utk pencari kerja.cuma masih ada beberapa akun yg fake.atau akun penipu.yg ujung2 nya loker palsu.mohon pihak linkedin bisa menyaring akun palsu;netral
3;Aplikasi ini memiliki banyak informasi tetapi tidak semua mudah diakses;netral
5;Senang bisa terhubung dengan orang orang pintar dan high level di hotel tapi sayang belum pernah beruntung tiap kali coba apply loker yang ada.;netral
4;Cantik she aplikasi nya, sayang loker gak ada respon lambat ðŸ¢, baru di proses 67 Hari ðŸ›ŒðŸ¿ðŸ›ŒðŸ¿;netral
3;Fitur filter lowongan cukup baik tetapi bisa lebih spesifik;netral
3;aplikasinya membantu saya mencari pekerjaan, tapi saya sedikit bingung saat perusahaan ingin melakukan tes tapi tak kunjung ada itu bagaimana ya;netral
5;semoga cepat dapat lagi kerja Aamiin;netral
3;ada panggilan kerja langsung bintang 5;netral
3;Saya pengen mencoba dulu aplikasi ini ya nanti baru di coment yg benar ok...?? Thx linkedln...ðŸ‘ðŸ‘;netral
5;Tolong selalu berikan update lowker di tempat yang sesuai dibutuhkan pengguna indeed. Terimakasih;netral
3;Aplikasinya bagus, tgl 21 mei 2024 saya diminta untuk mengisi survei oleh situs ini dengan hadiah gopay Rp.100.000 setelah selesai & diharuskan menginstal apk participate, tapi kenapa saldo gopay saya tidak bertambah ya setelah saya mengikuti survei jobstreet hingga selesai ?;netral
3;belum bisa kasih komen karna lokernya blm jelas real atau fiktif.;netral
5;Tetap tergabung dalam grup family laman web browser ini yang selalu terlindungi terhubung tersinkron bersama grup family Rewards Brave Token lebih mudah cepat aman terkendali dan selalu beruntung sangat memuaskan.;netral
5;Bekerja keras &konsisten;netral
4;Lebih detail lagi dan lebih luas lagi untuk update y terutam petusahaan besar;netral
5;Ok sip lumayan buat curhatan juga sering per mantan karyawan risgn tanpa buku aslinya mohon maaf sebelumnya saya mussai japang timur;netral
5;Blm mendapatkan pekerjaan dr aplikasi ini sabar saja kl sdh rejekinya insyaallah ada panggilan kerja.;netral
5;Selama ini saya hanyalah seorang pekerja keras;netral
5;Aplikasi ini berjalan dengan baik, meskipun tidak ada yang istimewa.;netral
3;Di LinkedIn banyak orang yang konek, tapi kadang susah banget buat ngobrol lebih lanjut;netral
5;Kepada pihak Linkedin tolong akses masuk dipermudah,saya baru bikin akun via email langsung gak bisa masuk kembali,harus verifikasi apaan padahal udah,saya kasih bintang 1 . Via persona tidak layak saran via email saya buat masuknya Saya kasih ulasan kembali bintang 5,karna akun udah balik;netral
2;Tidak ada kendala berarti, tetapi juga tidak terlalu istimewa.;netral
3;LinkedIn bagus buat update CV, tapi suka bingung juga apa yang mesti ditambahin;netral
3;Dulu bagus, tapi sekarang sering stop working, sayang sekali. Mohoh perbaiki. Terimakasih;netral
1;1 bintang dlu nanti kalo udah kerja syari,at apk ini sya tambah bintangnyaðŸ™;netral
4;"Apk ini cukup memudahkan sy utk mencari pekerjaan, dan lengkap dgn cv yg tdk repot utk d isi.. Sayang x ad bbrp tanggapan dr pengguna lain yg kurang baik n membuat sy ckp was"" utk melamar krj yg ad d luar dr kota t4 tinggal sy..";netral
4;buat sementara 4 bintang dulu, kalau emg ada 1 kerjaan yang keterima akan di tambah bintang nya;netral
3;Sebenarnya ini aplikasi mudah digunakan. Hanya saja preferensi lowongan kerja harus diubah satu-satu. Seandainya bisa memilih setting perwilayah akan lebih mudah.;netral
3;Aplikasi ini membantu tetapi ada beberapa bug yang perlu diperbaiki;netral
3;sangat membatu dalam mencari pekerjaan , sayangnya waktu lolos dapat panggilan lewat WhatsApp isinya penipuan semua, dikarenakan lokasi yang tidak meyakinkan dan itu nggak cuma 1 kali, tolong untuk bisa lebih di filter keasliannyaÃ°Å¸â„¢ÂÃ°Å¸ÂÂ½;netral
4;bintang 4 dulu karena belum ada yang dapat;netral
5;Menurut saya bagus. Tapi tolong di perbaiki kadang teks dan kolom saling tumpang tindih satu dengan yang lainnya. Biar bisa di pergunakan di semua jenis perangkat dengan lancar.;netral
2;Layanan yang disediakan cukup standar, sesuai ekspektasi.;netral
5;Aplikasinya baguss , tapi kayaknya dikasih notif pas hrd ngechat jadi lebih bagus deh min . Soalnya setiap hrd ngechat gak ada notif masuk jadi takut kelewat lamarannya;netral
3;Profil di LinkedIn gampang diupdate, tapi kadang bingung apa yang harus ditulis;netral
4;Saya udah coba update profil, tapi masih jarang yang lihat;netral
2;Saat ini saya beri bintang dua dulu, upgrade selanjutnya menyusul. Saya baru mencoba Apk ini dan ingin memastikan upgrade sejauh mana info ketersediaan lowongan kerja yang ditawarkan disini. Thanks;netral
5;baru tahu ada lamaran online,. semoga mudah dalam mencari pekerjaan.. walaupun belum ada hasilnya.. he he;netral
3;Aplikasi ini cukup baik tetapi saya berharap ada lebih banyak dukungan untuk pengguna baru;netral
5;lumayan, cuman kadang suka d arahkan ke web lain, agak ribet;netral
5;Suka duka itu lah pembelajaran saya;netral
4;Penggunaannya cukup nyaman, meskipun tidak ada yang menonjol.;netral
2;Aplikasinya bagus cuman harus hati2 soalnya ada perusahaan palsu, coba klok ngelamar perhatikan dulu nama perusahaan dan bandingkan dengan di google;netral
3;saat ini saya kasih rating bintang 3 dulu ya, jika benar aplikasi ini bagus dan bermanfaat nanti akan saya tambah ratingnya terima kasih.;netral
3;blm ada panggilan kerja ,nnti udh dapet pekerjaan dari apk ini baru B5;netral
4;Semuanya belum terkuak tapi mudah mudahan dengan Linkedln bisa membuka arah yang simpel buat akun yang kumiliki;netral
3;Manttap..tapi saya bintang 3 dulu yah;netral
1;Aplikasi Indeed tidak salah dia hanya menaungi,tp yang salah group orng2 yang mengambil keuntungan dari menipu orang2 yang membutuhkan pekerjaan. Hari ini saya sudah Obrak Abrik dan menginfokan ke badan Pariwisata PT. Yang mengatas namakan salah satu Hottel Berbintang di Depok.yang sudah d apus lokernya detik ini. Semangat Untuk Pencari Kerja dan berhati hati. Terima Kasih;netral
5;Dear developer, tolong diupdate agar user bisa menghapus lamaran yang sudah ditutup/belum sesuai, jadi tidak numpuk dan tidak bingung kaminya.;netral
4;Bagus tapi kurang nyaman dalam pencarian.. harusnya langsung di homenya lowingan terpangpang. Terus baru ada filter job sama salary expertnya;netral
3;Saya berharap ada lebih banyak lowongan di bidang yang saya cari;netral
3;semoga ga ada lowongan yang menipu;netral
4;Mungkin pilihan rentang gaji bisa disesuaikan, jangan dari 10 langsung ke 15, tapi diberikan jenjang 10,12,13 atau seperti apa.;netral
5;upload cv nya selalu gagal jika 4,5mb. untuk sampai saat ini wort it aplikasi ini cukup membantu;netral
5;kalau bisa buat profil LinkedIn yang bagus, tanpa harus apply bisa ditawari pekerjaan. saya pernah dapat panggilan dari tokopedia Surakarta tanpa pernah apply. tapi sayang, saya belum berhasil di tahap wawancara. semoga di kesempatan lain akan berhasil.;netral
5;â€¢ Mencari orang, pekerjaan, perusahaan, dan grup di LinkedIn â€¢ Mendapatkan update dari orang-orang, penerbit, dan perusahaan yang penting demi kesuksesan karier profesional Anda â€¢ Menunjukkan diri Anda dalam profil profesional Anda dan membangun brand profesional Anda â€¢ Memperbarui profil profesional langsung dari dalam aplikasi untuk menyempurnakan resume Anda â€¢ Mengembangkan jaringan profesional Anda dan terus terhubung â€¢ Terhubung dengan orang-orang dan melihat profil profesional mereka;netral
4;aplikasi nya bagus,,,tapi sayangnya melamar lewat ini ga ada panggilan kerja mya;netral
5;Blm mendapatkan pekerjaan dr aplikasi ini sabar saja kl sdh rejekinya insyaallah ada panggilan kerja.;netral
4;Sy kasih bintang 4 dulu.. Full nya nanti aja yaaaa, kl sy udah merasakan lulus mendptkan pekerjaan di apk ini. :);netral
1;Mohon untuk LinkedIn bisa terhubung dengan wa, instagram, Facebook, Dan bekerja sama dengan indeed, jobstreet dan layanan akun kerja lainnya supaya saya ga daftar2 lgi;netral
3;Saya menghargai adanya ulasan perusahaan tetapi tidak selalu akurat;netral
4;Tolong tambahkan fitur edit lamaran, karena ketika ada kesalahan kesulitan mengatasinya.;netral
3;bgus sih tpi sy blum juga dapet panggilan juga sy udh melamar sy ksih bintang 3 dlu y soalnya blum dapet buktinya untuk krjaan sampe saat ini sy;netral
5;sertakan premium gratis selama 7 hari untuk account baru.;netral
3;info loker daerah bandung ;netral
4;Mohon diperluas bidang lowongan kerjanya dan persyaratan yang diminta pemberi kerja. Tks.;netral
3;Saya suka antarmuka yang bersih tetapi bisa lebih interaktif;netral
3;Saya menemukan beberapa lowongan menarik tetapi beberapa di antaranya sudah tidak aktif;netral
4;Untuk indeed terima kasih sudah membuka dan sangat mudah sekali penggunaannya tapi saya sering sekali untuk selalu melamar pekerjaan ke setiap perusahaan belum ada panggilan;netral
4;Saya belum mengerti tentang aplikasi ini,karna saya baru saja mulai pelajri,tapi sya yakin apliksi ini pasti ada keuntungnnya jika dapat di gunakan sabaik2nya.;netral
3;Aplikasi ini cukup informatif tetapi tampilan bisa lebih menarik;netral
1;Sangat membantu aplikasinya cuma dikit2 update. Saran saja kalau mau update dibikin sekalian jangan sebentar sebentar update. Kesannya malah kyk labil.;netral
3;segitu dulu ya klo memang berhasil nti ditambah;netral
3;Aplikasi ini cukup baik tetapi saya berharap ada lebih banyak informasi tentang perusahaan;netral
3;Kalo bagus apl nya & benerÂ² membantu tambahin lg bintang nya;netral
4;Aplikasi lowongan kerja ini sangat bagus. Cuma belum ada satupun perusahaan yang menanggapi lamaran kerja saya melalui aplikasi ini.;netral
3;Kasih bintang 3 dulu.. dan mudah2n ajah aplikasi ini tidak ada unsur2 yg tidak di inginkan.;netral
4;Sudah bagus, tapi tolong bagi para oknumÃ‚Â² penipuan harus segera ditindak dong, kayak atas nama PT RIFAN , dan mengatasnamakan PT lain, karena kasihan bagi para pelamar yg masih blm tahu kayak gitu, nanti bisa kena tipu.. niat nya Cari kerja kok malah kena tipu .. Thanks Ã°Å¸â„¢Â;netral
4;Untuk skr lumayan infonya belum ada yg nyangkut Nanti kalo ad yg nyangkut sy tambahin;netral
5;bismillahirrahmanirrahim secepatnya bisa kerja;netral
5;Tolong validasi informasi lowongan kerja nya ,yang menggunakan uang di depan jangan di terima dan pastikan untuk lulusan sederajat nya di perbanyak dan gajih UMR .;netral
4;Penggunaan aplikasi ini lumayan membantu, meski tidak sepenuhnya.;netral
4;tolong tambahkan desktop mode(fullscree) untuk pengguna tablet;netral
4;"ini sudah bagus tpi saya kasih 4 dulu, klau bnar"" ini mantap , dan asli, trus langkah""nya tdak sulit, saya kasih 5";netral
4;aplikasi lamar kerja saranku, buat fitur penghapus/urungkan bagian loker yang tidak sesuai minat, agar tidak muncul trus;netral
4;Aplikasi yg bagus utk pencari kerja.cuma masih ada beberapa akun yg fake.atau akun penipu.yg ujung2 nya loker palsu.mohon pihak linkedin bisa menyaring akun palsu;netral
3;Ini khusus orang-orang yang pro di bidangnya saja. Untuk lulusan SMA/SMK tidak rekomen pake aplikasi ini.;netral
4;LinkedIn kadang sulit diakses, tapi kalau udah login jadi gampang cari info;netral
4;Feedback dr kita sebagai pencari kerja pasti bagus.berharap ke panggil.untuk notif interview dan interview dr perusahaan kepada calon tenaga kerja apakah sesering mereka mencari tenaga kerja .thks;netral
5;sejauh ini belum dapet kerjaan si, tapi aplikasi ini sangat membantu bagi mereka yang punya gelar dan pendidikan tinggi;netral
5;tambahkan lowongan pekerjaan terbaru untuk usia 40 keatas sebagai back office;netral
3;#help. Saya baru sadar dulu sempat membuat akun. Tapi saya lupa menggunakan email & kontak apa & password apa. Bagaimana cara menghapus nya karena saya sudah membuat akun yg baru. Terimakasih. Ditunggu responnya.;netral
3;saya kasih bintang blm maksimal di karenakan sy belum menerima kerjaan aja Ã°Å¸â„¢Â;netral
5;Linkedin apakah bisa untuk membuka gmail atau hanya untuk Bisnis saja karena Linkedin di nilai sangat baik;netral
3;Saya menemukan aplikasi ini berguna tetapi ada beberapa bug yang perlu diperbaiki;netral
5;app bagus tapi provider indeed juga harus pastikan perusahaan yang buka lowongan jangan sampai perusahaannya bodong, fake atau frake. karena itu merupakan suatu kepercayaan kami kepada indeed karena bisa di percaya. tapi jikalau banyak perusahaan yang bodong berarti indeed bukan app yang bisa di percaya. terima kasih harapan saya semoga saran saya bisa di evaluasi dan di implementasikan sekian God Bless you indeed.;netral
4;Sy kasih bintang 4 dulu.. Full nya nanti aja yaaaa, kl sy udah merasakan lulus mendptkan pekerjaan di apk ini. :);netral
5;Penggunaannya cukup mudah, meskipun ada beberapa hal yang perlu ditingkatkan.;netral
5;Kurang luas untuk jaringan loker aja sih selebihnya bagus;netral
3;Aplikasi ini membantu tetapi ada beberapa bug yang perlu diperbaiki;netral
3;Informasi lowongan kerja yg fiktif atau tidak akurat tolong di filter/ bersihkan.;netral
5;Alhamdulillah dpt panggilan tetapi tdk diketahui notifikasi pesan nya;netral
4;semoga segera dapet pekerjan;netral
5;Tetap tergabung dalam grup family laman web browser ini yang selalu terlindungi terhubung tersinkron bersama grup family Rewards Brave Token lebih mudah cepat aman terkendali dan selalu beruntung sangat memuaskan.;netral
5;Pengalaman di Kontrusi baja dan di minimalis sama sipil.;netral
2;Cukup nyaman digunakan, meski ada beberapa fitur yang kurang lengkap.;netral
3;Sebenarnya sih u/ pencarian kerja bagus aplikasi ini. Tp koq carinya tuh Sales/Marketing yg keluar di email koq malahan ada staff administrasi/accounting sih?? Kalau itu khan bukan sales Bozz Bozz. Sales/Marketing itu yg berhubungan langsung dengan penjualan;netral
5;Pendidikan dan pengalaman kerja yang sesuai dengan yang diminta bahkan lebih dari ekspektasi. lamaran segera di apply, baru 1 -2 hari bahkan saat beberapa jam diposting, notif awal lamaran Sdh terkirim dan bahkan dilihat oleh perusahaan, namun selang 1 -2 minggu bahkan lebih, muncul notif lamaran sudah ditutup. Apakah CV harus selalu di-update keahlian yang diminta perusahaan yang memposting loker? dan apakah perusahaan yg tidak mensyaratkan usia, tetap memperhatikan usia juga? Tq;netral
4;Sebenarnya aplikasi glint Bagus untuk apply2 loker, bisa chat HRD dan banyak yg update.. tetapi kenapa klo HRD di glints itu pada sombong ðŸ˜­ kebanyakan online tp ga pada balasss!?;netral
2;Mohon Ditambahkan, Lowongan kerja kriteria Lulusan S1 Fakultas : Ekonomi & Bisnis Jurusan : Kewirausahaan Lembaga Pendidikan / Perguruan tinggi : University of Muhammadiyah Gresik, di sediakan plihan berbagai macam lowongan pekerjaan di seluruh Indonesia dan Internasitional. Thanks Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â;netral
3;Jika ada sebuah perusahaan berskala kecil hingga besar dan mereka menawarkan lowongan kerja dengan iming2 gaji besar tapi, dengan syarat pelamar harus menyetor uang atau membayar bentuk persyaratan yg mereka minta, jangan pernah mau menyetorkan uang atau apapun bentuknya karena mereka hanya perusahaan fiktif dan tipu2..... waspadalah kejahatan ada dimana2 dengan cara dan modus yang berbeda2.;netral
5;Aplikasi ini berjalan dengan baik, meskipun tidak ada yang istimewa.;netral
4;"ini sudah bagus tpi saya kasih 4 dulu, klau bnar"" ini mantap , dan asli, trus langkah""nya tdak sulit, saya kasih 5";netral
3;Informasi lowongan kerja yg fiktif atau tidak akurat tolong di filter/ bersihkan.;netral
4;Tidak terlalu buruk, tetapi juga tidak terlalu mengesankan.;netral
4;tolong dong jgn sering update ðŸ™;netral
4;beri kesempatan jobseeker untuk riset;netral
5;Bagaimana cara menemukan passion dalam karir? Apakah melalui pengalaman atau pendidikan?;netral
4;mantap, Cuma kurang di bagian filter lokasi;netral
3;Jika ada sebuah perusahaan berskala kecil hingga besar dan mereka menawarkan lowongan kerja dengan iming2 gaji besar tapi, dengan syarat pelamar harus menyetor uang atau membayar bentuk persyaratan yg mereka minta, jangan pernah mau menyetorkan uang atau apapun bentuknya karena mereka hanya perusahaan fiktif dan tipu2..... waspadalah kejahatan ada dimana2 dengan cara dan modus yang berbeda2.;netral
5;Aplikasi jobstreet sangat bagus...penghubung antara pencari kerja dgn perusahaan..tapi kenapa aplikasi jobstreet qu tdk bisa login utk kirim lamaran kerja..;netral
4;saya seorang drever bus di kerajaan saudi tinggal di propinsi jeddah daerah hamdaniah 7/8 tahun yang lalu. gaji bulanan sangat minim banget walo begitu sy tetap bertahan saya liat buat kedepan nya saya harus mengerti cara mengatur bus di musim kerja juga saya pelajari terus yg nama nya cara kerja dengan travel umrah n haji ini. saya pelajari dari semua travel umrah cara pelayanan yg baik buat jamaah nya. alhamdulillah sy bersukur bangeut bisa seperti ini..............terimakasih....buat....;netral
5;Fitur di LinkedIn lumayan, cuma kadang bikin bingung mana yang harus dipake;netral
5;Untuk yang susah relogin di linkedIn nya mohon bapak/ibu , saudara/i untuk login pake vpn terlebih dahulu. saya sudah moncobanya dan work it..sebelumnya saya juga susah buat login karena tiba tiba log out sendiri akunku.ðŸ™ Saya hanya membantu teman2;netral
5;Bintang yang berbicara, tpi kok harus berbayar sih min;netral
5;Sangat membantu untuk mencari kerja... Tapi tidak ada panggilan kerja dari perusahaannya Ã°Å¸ËœÂ¢;netral
2;Saat ini saya beri bintang dua dulu, upgrade selanjutnya menyusul. Saya baru mencoba Apk ini dan ingin memastikan upgrade sejauh mana info ketersediaan lowongan kerja yang ditawarkan disini. Thanks;netral
3;Fitur pencarian sangat berguna namun saya berharap ada lebih banyak filter untuk menyaring hasil;netral
5;Sejauh ini sangat membantu saya mendapatakan kandidat yang sesuai qualifikasi.. Meskipun akun saya bukan premium. Untuk biaya langganan akun Premium saya rasa itu sangat tinggi sekali. bagi saya seorang recruiiter baru.;netral
5;Aplikasi ini cukup membantu dalam kegiatan sehari-hari.;netral
4;LinkedIn kadang bisa membantu, tapi kadang juga bikin bingung dengan banyaknya notifikasi;netral
3;belum dapet kerja jadi kalo udah dapet naikin lagi bintangnya;netral
5;bagus baget aplikasi nya rekomendasi bgt.. bnyk info loker kerja.. tp aneh nya saya sudah hampir 2 thn mengirim lamaran di jobstreet tidak ada satu pun panggilan kerja . apa lagi diterima kerja. mohon maaf. yg salah saya apa yg iklanin loker kerja.apa aplikasinya .cuma ada pemberitahuan di lihat aja atauberakhir atau gk tutup.. semoga aplikasi ini lebih baik lagi ke depan nya amin ;netral
5;Wah sy gak bs nonton lanjut langsung;netral
4;Sangat tepat utk bisnis walau keaslian akun sangat meragukan, karena msh byk scammer berkeliaran di LinkedIn. Kedepan harus di tingkatkan deteksi keaslian profil dan akun di LinkedIn. Krn msh sangat byk fake akun.;netral
3;karna blm terpangil jd saya kasih 3 bintang dahulu;netral
3;bgus sih tpi sy blum juga dapet panggilan juga sy udh melamar sy ksih bintang 3 dlu y soalnya blum dapet buktinya untuk krjaan sampe saat ini sy;netral
4;sejauh ini belum ada bug yang ngerepotin;netral
3;Masih belom dpt pekerjaan di apk ini dr sekian banyak lamaran sudah tahap penawaran/mau dikirim offer letter tp gak ada kabar lagi. Semangat buat para pencari kerja di era gempuran orang dalam ttp semangat dan yakin apa yg di usahakan pasti ada hasil.;netral
3;Mohon untuk pihak LinkedIn,aku naikin bintang nya jadi 5 kalo bahasa kuis keahlian bisa bahasa indonesia di semua versi android (dibawah android 13);netral
5;kalau bisa buat profil LinkedIn yang bagus, tanpa harus apply bisa ditawari pekerjaan. saya pernah dapat panggilan dari tokopedia Surakarta tanpa pernah apply. tapi sayang, saya belum berhasil di tahap wawancara. semoga di kesempatan lain akan berhasil.;netral
5;Semoga berhasil dan selalu sukses untuk bermanfaat buat kita semuanya amin ya Allah STW;netral
3;Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â hanya kasih bintang 3 aja dulu kalu SE kiranya cocok / aplikasi nih bagus aku + in 2 lgi bintang lgi ok;netral
3;Fitur pencarian sangat berguna namun saya berharap ada lebih banyak filter untuk menyaring hasil;netral
5;Masih bingung pengoperasiannya.terbiasa di app KitaLulus dan jobstreet... Lulusan SMA kok susah ya nyari loker di PT besar;netral
5;semoga saja pengajuan pinjaman saya di acc, karna setiap saya mengajukan pinjaman ke aplikasi pinjol lain tidak pernah di acc malahan di php-in trus,, padahal saya sebelumnya belum pernah punya utang/kredit pinjol di aplikasi sebelum nya apalagi sampai cacat nama saya, cumn kog gk pernah di acc.. semoga saja aplikasi ini bisa terwujudkan niat ku ngirim ke kampung untuk biaya tambahan adek sekolah ke SemarangðŸ¤²ðŸ™;netral
5;apakah ada lowongan developer python?;netral
4;Aplikasi sdh cukup baik seperti tampilan UI/UX yang menarik pengguna, tp ada beberapa kendala dalam login seperti #verifikasi selalu gagal, #error ketika unggah foto, dan loading yang lama saat pindah menu. tlg diperbaiki . terma ksh;netral
3;Saya kasih bintang 3 dulu , lowongan nya gak dikasih alamat jadi bingung dimana tempatnya, kalau dapat pekerjaan saya tambahin bintang nya;netral
4;saya beri bintang 4 karena saya belum menjelajahi secara keseluruhan dari apk ini, tidak menutup kemungkinan saya beri bintang 5 ketika apk ini bermanfaat. terima kasih;netral
3;Tampilan antarmukanya cukup menarik, tetapi kadang saya merasa bingung dengan navigasinya;netral
5;menarik tapi kadang susah dipanggil nya;netral
